year,samplingLocation,sampColor,Lattitude,Longitude,dateRange,dateSample,fieldNumber,cropPhenology,plotID,Disease.Incidence,Disease.Severity
2018,Dinajpur,yellowEast,25.6008,88.71463,thirdSampling,Mon Mar 12 00:00:00 UTC 2018,11,ripening,DinajpuryellowEastthirdSampling11ripening,0,0
2018,Dinajpur,yellowEast,25.59813,88.71161,thirdSampling,Mon Mar 12 00:00:00 UTC 2018,12,ripening,DinajpuryellowEastthirdSampling12ripening,0,0
2018,Dinajpur,yellowEast,25.60114,88.7074,thirdSampling,Mon Mar 12 00:00:00 UTC 2018,13,ripening,DinajpuryellowEastthirdSampling13ripening,0,0
2018,Dinajpur,yellowEast,25.60285,88.71011,thirdSampling,Mon Mar 12 00:00:00 UTC 2018,14,ripening,DinajpuryellowEastthirdSampling14ripening,0,0
2018,Dinajpur,yellowEast,25.67494,88.69296,thirdSampling,Tue Mar 13 00:00:00 UTC 2018,1,ripening,DinajpuryellowEastthirdSampling1ripening,0,0
2018,Dinajpur,yellowEast,25.66943,88.70737,thirdSampling,Tue Mar 13 00:00:00 UTC 2018,2,ripening,DinajpuryellowEastthirdSampling2ripening,0,0
2018,Dinajpur,yellowEast,25.65962,88.69895,thirdSampling,Tue Mar 13 00:00:00 UTC 2018,3,ripening,DinajpuryellowEastthirdSampling3ripening,0,0
2018,Dinajpur,yellowEast,25.65638,88.7,thirdSampling,Tue Mar 13 00:00:00 UTC 2018,4,ripening,DinajpuryellowEastthirdSampling4ripening,0,0
2018,Dinajpur,yellowEast,25.6451,88.69298,thirdSampling,Tue Mar 13 00:00:00 UTC 2018,5,ripening,DinajpuryellowEastthirdSampling5ripening,0,0
2018,Dinajpur,yellowNorth,25.67513,88.65963,thirdSampling,Wed Mar 07 00:00:00 UTC 2018,1,ripening,DinajpuryellowNorththirdSampling1ripening,0,0
2018,Dinajpur,yellowNorth,25.68365,88.4091,thirdSampling,Wed Mar 07 00:00:00 UTC 2018,8,ripening,DinajpuryellowNorththirdSampling8ripening,0,0
2018,Dinajpur,yellowNorth,25.68986,88.64599,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,2,maturity,DinajpuryellowNorththirdSampling2maturity,0,0
2018,Dinajpur,yellowNorth,25.69123,88.64391,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,3,ripening,DinajpuryellowNorththirdSampling3ripening,0,0
2018,Dinajpur,yellowNorth,25.69351,88.6405,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,4,ripening,DinajpuryellowNorththirdSampling4ripening,0,0
2018,Dinajpur,yellowNorth,25.68911,88.63466,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,5,ripening,DinajpuryellowNorththirdSampling5ripening,0,0
2018,Dinajpur,yellowNorth,25.68695,88.63345,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,6,ripening,DinajpuryellowNorththirdSampling6ripening,0,0
2018,Dinajpur,yellowNorth,25.6826,88.61956,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,7,ripening,DinajpuryellowNorththirdSampling7ripening,0,0
2018,Dinajpur,yellowNorth,25.69091,88.6962,thirdSampling,Tue Mar 13 00:00:00 UTC 2018,9,ripening,DinajpuryellowNorththirdSampling9ripening,0,0
2018,Dinajpur,yellowNorth,25.71772,88.6629,thirdSampling,Thu Mar 15 00:00:00 UTC 2018,10,ripening,DinajpuryellowNorththirdSampling10ripening,0,0
2018,Dinajpur,yellowSouth,25.59889,88.70741,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,1,ripening,DinajpuryellowSouththirdSampling1ripening,0,0
2018,Dinajpur,yellowSouth,25.59214,88.70354,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,2,ripening,DinajpuryellowSouththirdSampling2ripening,0,0
2018,Dinajpur,yellowSouth,25.59186,88.70135,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,3,ripening,DinajpuryellowSouththirdSampling3ripening,0,0
2018,Dinajpur,yellowWest,25.64893,88.6058,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,1,ripening,DinajpuryellowWestthirdSampling1ripening,0,0
2018,Dinajpur,yellowWest,25.67865,88.61435,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,2,ripening,DinajpuryellowWestthirdSampling2ripening,0,0
2018,Dinajpur,yellowWest,25.688111,88.61263,thirdSampling,Thu Mar 08 00:00:00 UTC 2018,3,ripening,DinajpuryellowWestthirdSampling3ripening,0,0
2018,Dinajpur,yellowWest,25.67465,88.58376,thirdSampling,Wed Mar 14 00:00:00 UTC 2018,4,ripening,DinajpuryellowWestthirdSampling4ripening,0,0
2018,Dinajpur,yellowWest,25.67327,88.582,thirdSampling,Wed Mar 14 00:00:00 UTC 2018,5,ripening,DinajpuryellowWestthirdSampling5ripening,0,0
2018,Faridpur,blueEast,23.594479,89.869122,firstSampling,Thu Feb 15 00:00:00 UTC 2018,1,heading,FaridpurblueEastfirstSampling1heading,0,0
2018,Faridpur,blueEast,23.58379,89.87804,firstSampling,Sat Feb 17 00:00:00 UTC 2018,2,flowering,FaridpurblueEastfirstSampling2flowering,0,0
2018,Faridpur,blueEast,23.599029,89.862936,firstSampling,Thu Feb 15 00:00:00 UTC 2018,4,heading,FaridpurblueEastfirstSampling4heading,0,0
2018,Faridpur,blueEast,23.597784,89.855982,firstSampling,Thu Feb 15 00:00:00 UTC 2018,3,flowering,FaridpurblueEastfirstSampling3flowering,0,0
2018,Faridpur,blueNorth,23.621922,89.827683,firstSampling,Sun Feb 18 00:00:00 UTC 2018,1,flowering,FaridpurblueNorthfirstSampling1flowering,0,0
2018,Faridpur,blueNorth,23.617254,89.838461,firstSampling,Sun Feb 18 00:00:00 UTC 2018,2,heading,FaridpurblueNorthfirstSampling2heading,0,0
2018,Faridpur,blueNorth,23.625863,89.842397,firstSampling,Sun Feb 18 00:00:00 UTC 2018,3,flowering,FaridpurblueNorthfirstSampling3flowering,0,0
2018,Faridpur,blueNorth,23.621219,89.832623,firstSampling,Mon Feb 19 00:00:00 UTC 2018,4,flowering,FaridpurblueNorthfirstSampling4flowering,0,0
2018,Faridpur,blueSouth,23.567635,89.827115,firstSampling,Thu Feb 15 00:00:00 UTC 2018,1,flowering,FaridpurblueSouthfirstSampling1flowering,0,0
2018,Faridpur,blueSouth,23.5746,89.82732,firstSampling,Thu Feb 15 00:00:00 UTC 2018,2,heading,FaridpurblueSouthfirstSampling2heading,0,0
2018,Faridpur,blueSouth,23.575468,89.863716,firstSampling,Thu Feb 15 00:00:00 UTC 2018,4,flowering,FaridpurblueSouthfirstSampling4flowering,0,0
2018,Faridpur,blueSouth,23.5746,89.82732,firstSampling,Thu Feb 15 00:00:00 UTC 2018,3,flowering,FaridpurblueSouthfirstSampling3flowering,0,0
2018,Faridpur,blueWest,23.582641,89.814339,firstSampling,Thu Feb 15 00:00:00 UTC 2018,3,flowering,FaridpurblueWestfirstSampling3flowering,0,0
2018,Faridpur,blueWest,23.581043,89.817263,firstSampling,Thu Feb 15 00:00:00 UTC 2018,2,heading,FaridpurblueWestfirstSampling2heading,0,0
2018,Faridpur,blueWest,23.577815,89.817745,firstSampling,Thu Feb 15 00:00:00 UTC 2018,1,flowering,FaridpurblueWestfirstSampling1flowering,0,0
2018,Faridpur,blueWest,23.618789,89.817947,firstSampling,Sun Feb 18 00:00:00 UTC 2018,4,flowering,FaridpurblueWestfirstSampling4flowering,0,0
2018,Faridpur,greenEast,23.55378,89.95007,firstSampling,Sat Feb 17 00:00:00 UTC 2018,1,flowering,FaridpurgreenEastfirstSampling1flowering,0,0
2018,Faridpur,greenEast,23.57805,89.92302,firstSampling,Sat Feb 17 00:00:00 UTC 2018,2,flowering,FaridpurgreenEastfirstSampling2flowering,0,0
2018,Faridpur,greenEast,23.56709,89.9522,firstSampling,Sat Feb 17 00:00:00 UTC 2018,3,flowering,FaridpurgreenEastfirstSampling3flowering,0,0
2018,Faridpur,greenEast,23.57996,89.93455,firstSampling,Sat Feb 17 00:00:00 UTC 2018,4,flowering,FaridpurgreenEastfirstSampling4flowering,0,0
2018,Faridpur,greenEast,23.54495,89.93253,firstSampling,Sat Feb 17 00:00:00 UTC 2018,5,ripening,FaridpurgreenEastfirstSampling5ripening,0,0
2018,Faridpur,greenEast,23.55462,89.92474,firstSampling,Sat Feb 17 00:00:00 UTC 2018,6,flowering,FaridpurgreenEastfirstSampling6flowering,0,0
2018,Faridpur,greenEast,23.55927,89.92749,firstSampling,Sat Feb 17 00:00:00 UTC 2018,7,heading,FaridpurgreenEastfirstSampling7heading,0,0
2018,Faridpur,greenEast,23.55898,89.94598,firstSampling,Sat Feb 17 00:00:00 UTC 2018,9,heading,FaridpurgreenEastfirstSampling9heading,0,0
2018,Faridpur,greenEast,23.56286,89.91855,firstSampling,Sat Feb 17 00:00:00 UTC 2018,8,flowering,FaridpurgreenEastfirstSampling8flowering,0,0
2018,Faridpur,greenEast,23.54937,89.91227,firstSampling,Sun Feb 18 00:00:00 UTC 2018,10,flowering,FaridpurgreenEastfirstSampling10flowering,0,0
2018,Faridpur,greenEast,23.53877,89.9247,firstSampling,Mon Feb 19 00:00:00 UTC 2018,11,flowering,FaridpurgreenEastfirstSampling11flowering,0,0
2018,Faridpur,greenNorth,23.540538,89.798786,firstSampling,Sun Feb 18 00:00:00 UTC 2018,1,flowering,FaridpurgreenNorthfirstSampling1flowering,0,0
2018,Faridpur,greenNorth,23.521476,89.90116,firstSampling,Sun Feb 18 00:00:00 UTC 2018,2,flowering,FaridpurgreenNorthfirstSampling2flowering,0,0
2018,Faridpur,greenNorth,23.666118,89.809007,firstSampling,Mon Feb 19 00:00:00 UTC 2018,3,flowering,FaridpurgreenNorthfirstSampling3flowering,0,0
2018,Faridpur,greenNorth,23.683181,89.808694,firstSampling,Mon Feb 19 00:00:00 UTC 2018,4,flowering,FaridpurgreenNorthfirstSampling4flowering,0,0
2018,Faridpur,greenNorth,23.676734,89.777052,firstSampling,Mon Feb 19 00:00:00 UTC 2018,6,flowering,FaridpurgreenNorthfirstSampling6flowering,0,0
2018,Faridpur,greenNorth,23.678368,89.77161,firstSampling,Mon Feb 19 00:00:00 UTC 2018,11,flowering,FaridpurgreenNorthfirstSampling11flowering,0,0
2018,Faridpur,greenNorth,23.673706,89.771461,firstSampling,Mon Feb 19 00:00:00 UTC 2018,10,flowering,FaridpurgreenNorthfirstSampling10flowering,0,0
2018,Faridpur,greenNorth,23.670701,89.774516,firstSampling,Mon Feb 19 00:00:00 UTC 2018,9,flowering,FaridpurgreenNorthfirstSampling9flowering,0,0
2018,Faridpur,greenNorth,23.668343,89.774055,firstSampling,Mon Feb 19 00:00:00 UTC 2018,8,flowering,FaridpurgreenNorthfirstSampling8flowering,0,0
2018,Faridpur,greenNorth,23.670148,89.78103,firstSampling,Mon Feb 19 00:00:00 UTC 2018,7,flowering,FaridpurgreenNorthfirstSampling7flowering,0,0
2018,Faridpur,greenNorth,23.667711,89.783069,firstSampling,Mon Feb 19 00:00:00 UTC 2018,5,flowering,FaridpurgreenNorthfirstSampling5flowering,0,0
2018,Faridpur,greenSouth,23.526571,89.768704,firstSampling,Wed Feb 14 00:00:00 UTC 2018,1,flowering,FaridpurgreenSouthfirstSampling1flowering,0,0
2018,Faridpur,greenSouth,23.532935,89.78378,firstSampling,Wed Feb 14 00:00:00 UTC 2018,2,flowering,FaridpurgreenSouthfirstSampling2flowering,0,0
2018,Faridpur,greenSouth,23.534365,89.786041,firstSampling,Wed Feb 14 00:00:00 UTC 2018,3,flowering,FaridpurgreenSouthfirstSampling3flowering,0,0
2018,Faridpur,greenSouth,23.526827,89.794494,firstSampling,Wed Feb 14 00:00:00 UTC 2018,5,flowering,FaridpurgreenSouthfirstSampling5flowering,0,0
2018,Faridpur,greenSouth,23.532632,89.800388,firstSampling,Wed Feb 14 00:00:00 UTC 2018,6,flowering,FaridpurgreenSouthfirstSampling6flowering,0,0
2018,Faridpur,greenSouth,23.52425,89.86252,firstSampling,Wed Feb 14 00:00:00 UTC 2018,9,flowering,FaridpurgreenSouthfirstSampling9flowering,0,0
2018,Faridpur,greenSouth,23.51318,89.88611,firstSampling,Wed Feb 14 00:00:00 UTC 2018,8,flowering,FaridpurgreenSouthfirstSampling8flowering,0,0
2018,Faridpur,greenSouth,23.52222,89.88225,firstSampling,Wed Feb 14 00:00:00 UTC 2018,7,flowering,FaridpurgreenSouthfirstSampling7flowering,0,0
2018,Faridpur,greenSouth,23.50848,89.8801,firstSampling,Wed Feb 14 00:00:00 UTC 2018,4,heading,FaridpurgreenSouthfirstSampling4heading,0,0
2018,Faridpur,greenSouth,23.540538,89.798786,firstSampling,Sat Feb 17 00:00:00 UTC 2018,10,flowering,FaridpurgreenSouthfirstSampling10flowering,0,0
2018,Faridpur,greenSouth,23.668622,89.787391,firstSampling,Mon Feb 19 00:00:00 UTC 2018,11,flowering,FaridpurgreenSouthfirstSampling11flowering,0,0
2018,Faridpur,greenWest,23.57017,89.765705,firstSampling,Sat Feb 17 00:00:00 UTC 2018,7,flowering,FaridpurgreenWestfirstSampling7flowering,0,0
2018,Faridpur,greenWest,23.571392,89.758142,firstSampling,Sat Feb 17 00:00:00 UTC 2018,11,flowering,FaridpurgreenWestfirstSampling11flowering,0,0
2018,Faridpur,greenWest,23.579334,89.742105,firstSampling,Sat Feb 17 00:00:00 UTC 2018,10,flowering,FaridpurgreenWestfirstSampling10flowering,0,0
2018,Faridpur,greenWest,23.569123,89.751037,firstSampling,Sat Feb 17 00:00:00 UTC 2018,9,heading,FaridpurgreenWestfirstSampling9heading,0,0
2018,Faridpur,greenWest,23.564944,89.756699,firstSampling,Sat Feb 17 00:00:00 UTC 2018,8,heading,FaridpurgreenWestfirstSampling8heading,0,0
2018,Faridpur,greenWest,23.561964,89.763232,firstSampling,Sat Feb 17 00:00:00 UTC 2018,6,flowering,FaridpurgreenWestfirstSampling6flowering,0,0
2018,Faridpur,greenWest,23.525981,89.759125,firstSampling,Fri Feb 16 00:00:00 UTC 2018,4,flowering,FaridpurgreenWestfirstSampling4flowering,0,0
2018,Faridpur,greenWest,23.528944,89.756499,firstSampling,Fri Feb 16 00:00:00 UTC 2018,5,flowering,FaridpurgreenWestfirstSampling5flowering,0,0
2018,Faridpur,greenWest,23.529497,89.76201,firstSampling,Fri Feb 16 00:00:00 UTC 2018,3,flowering,FaridpurgreenWestfirstSampling3flowering,0,0
2018,Faridpur,greenWest,23.53269,89.763362,firstSampling,Fri Feb 16 00:00:00 UTC 2018,1,flowering,FaridpurgreenWestfirstSampling1flowering,0,0
2018,Faridpur,greenWest,23.537111,89.772822,firstSampling,Fri Feb 16 00:00:00 UTC 2018,2,flowering,FaridpurgreenWestfirstSampling2flowering,0,0
2018,Faridpur,yellowEast,23.5808,89.89706,firstSampling,Sat Feb 17 00:00:00 UTC 2018,1,flowering,FaridpuryellowEastfirstSampling1flowering,0,0
2018,Faridpur,yellowEast,23.567665,89.776754,firstSampling,Sat Feb 17 00:00:00 UTC 2018,2,flowering,FaridpuryellowWestfirstSampling2flowering,0,0
2018,Faridpur,yellowEast,23.566986,89.780657,firstSampling,Sat Feb 17 00:00:00 UTC 2018,4,flowering,FaridpuryellowEastfirstSampling4flowering,0,0
2018,Faridpur,yellowEast,23.567795,89.799583,firstSampling,Sat Feb 17 00:00:00 UTC 2018,6,heading,FaridpuryellowEastfirstSampling6heading,0,0
2018,Faridpur,yellowEast,23.626111,89.81418,firstSampling,Sat Feb 17 00:00:00 UTC 2018,5,flowering,FaridpuryellowEastfirstSampling5flowering,0,0
2018,Faridpur,yellowEast,23.57892,89.81007,firstSampling,Sat Feb 17 00:00:00 UTC 2018,3,flowering,FaridpuryellowEastfirstSampling3flowering,0,0
2018,Faridpur,yellowEast,23.623183,89.79622,firstSampling,Sun Feb 18 00:00:00 UTC 2018,7,flowering,FaridpuryellowEastfirstSampling7flowering,0,0
2018,Faridpur,yellowNorth,23.641254,89.811844,firstSampling,Sun Feb 18 00:00:00 UTC 2018,1,flowering,FaridpuryellowNorthfirstSampling1flowering,0,0
2018,Faridpur,yellowNorth,23.657027,89.812056,firstSampling,Sun Feb 18 00:00:00 UTC 2018,2,flowering,FaridpuryellowNorthfirstSampling2flowering,0,0
2018,Faridpur,yellowNorth,23.649349,89.815447,firstSampling,Sun Feb 18 00:00:00 UTC 2018,3,flowering,FaridpuryellowNorthfirstSampling3flowering,0,0
2018,Faridpur,yellowNorth,23.646434,89.818783,firstSampling,Sun Feb 18 00:00:00 UTC 2018,7,flowering,FaridpuryellowNorthfirstSampling7flowering,0,0
2018,Faridpur,yellowNorth,23.642748,89.818878,firstSampling,Sun Feb 18 00:00:00 UTC 2018,6,flowering,FaridpuryellowNorthfirstSampling6flowering,0,0
2018,Faridpur,yellowNorth,23.6412,89.81689,firstSampling,Sun Feb 18 00:00:00 UTC 2018,5,flowering,FaridpuryellowNorthfirstSampling5flowering,0,0
2018,Faridpur,yellowNorth,23.632557,89.828713,firstSampling,Sun Feb 18 00:00:00 UTC 2018,4,flowering,FaridpuryellowNorthfirstSampling4flowering,0,0
2018,Faridpur,yellowSouth,23.546721,89.81515,firstSampling,Sat Feb 17 00:00:00 UTC 2018,3,flowering,FaridpuryellowSouthfirstSampling3flowering,0,0
2018,Faridpur,yellowSouth,23.540465,89.825523,firstSampling,Sat Feb 17 00:00:00 UTC 2018,1,flowering,FaridpuryellowSouthfirstSampling1flowering,0,0
2018,Faridpur,yellowSouth,23.54998,89.797911,firstSampling,Sat Feb 17 00:00:00 UTC 2018,2,flowering,FaridpuryellowSouthfirstSampling2flowering,0,0
2018,Faridpur,yellowSouth,23.549606,89.856451,firstSampling,Thu Feb 15 00:00:00 UTC 2018,4,heading,FaridpuryellowSouthfirstSampling4heading,0,0
2018,Faridpur,yellowSouth,23.555897,89.853226,firstSampling,Thu Feb 15 00:00:00 UTC 2018,5,flowering,FaridpuryellowSouthfirstSampling5flowering,0,0
2018,Faridpur,yellowSouth,23.54368,89.86915,firstSampling,Sat Feb 17 00:00:00 UTC 2018,7,flowering,FaridpuryellowSouthfirstSampling7flowering,0,0
2018,Faridpur,yellowSouth,23.55031,89.88667,firstSampling,Sat Feb 17 00:00:00 UTC 2018,6,flowering,FaridpuryellowSouthfirstSampling6flowering,0,0
2018,Faridpur,yellowWest,23.5808,89.80988,firstSampling,Sat Feb 17 00:00:00 UTC 2018,4,flowering,FaridpuryellowWestfirstSampling4flowering,0,0
2018,Faridpur,yellowWest,23.567665,89.776754,firstSampling,Thu Feb 15 00:00:00 UTC 2018,1,flowering,FaridpuryellowWestfirstSampling1flowering,0,0
2018,Faridpur,yellowWest,23.566986,89.780657,firstSampling,Sat Feb 17 00:00:00 UTC 2018,3,flowering,FaridpuryellowWestfirstSampling3flowering,0,0
2018,Faridpur,yellowWest,23.567795,89.799583,firstSampling,Sat Feb 17 00:00:00 UTC 2018,2,flowering,FaridpuryellowWestfirstSampling2flowering,0,0
2018,Faridpur,yellowWest,23.626111,89.81418,firstSampling,Sun Feb 18 00:00:00 UTC 2018,5,flowering,FaridpuryellowWestfirstSampling5flowering,0,0
2018,Faridpur,yellowWest,23.57892,89.81007,firstSampling,Thu Feb 15 00:00:00 UTC 2018,6,heading,FaridpuryellowWestfirstSampling6heading,0,0
2018,Faridpur,yellowWest,23.623183,89.79622,firstSampling,Mon Feb 19 00:00:00 UTC 2018,7,flowering,FaridpuryellowWestfirstSampling7flowering,0,0
2018,Faridpur,blueEast,23.599029,89.862936,secondSampling,Fri Mar 02 00:00:00 UTC 2018,4,ripening,FaridpurblueEastsecondSampling4ripening,0,0
2018,Faridpur,blueEast,23.58379,89.87804,secondSampling,Fri Mar 02 00:00:00 UTC 2018,2,ripening,FaridpurblueEastsecondSampling2ripening,0,0
2018,Faridpur,blueEast,23.597784,89.855982,secondSampling,Fri Mar 02 00:00:00 UTC 2018,3,flowering,FaridpurblueEastsecondSampling3flowering,0,0
2018,Faridpur,blueEast,23.594479,89.869122,secondSampling,Fri Mar 02 00:00:00 UTC 2018,1,ripening,FaridpurblueEastsecondSampling1ripening,0,0
2018,Faridpur,blueNorth,23.621922,89.827683,secondSampling,Mon Feb 26 00:00:00 UTC 2018,1,ripening,FaridpurblueNorthsecondSampling1ripening,0,0
2018,Faridpur,blueNorth,23.621219,89.832623,secondSampling,Mon Feb 26 00:00:00 UTC 2018,4,ripening,FaridpurblueNorthsecondSampling4ripening,0,0
2018,Faridpur,blueNorth,23.625863,89.842397,secondSampling,Mon Feb 26 00:00:00 UTC 2018,3,ripening,FaridpurblueNorthsecondSampling3ripening,0,0
2018,Faridpur,blueNorth,23.617254,89.838461,secondSampling,Mon Feb 26 00:00:00 UTC 2018,2,flowering,FaridpurblueNorthsecondSampling2flowering,0,0
2018,Faridpur,blueSouth,23.575468,89.863716,secondSampling,Tue Feb 27 00:00:00 UTC 2018,4,ripening,FaridpurblueSouthsecondSampling4ripening,0,0
2018,Faridpur,blueSouth,23.5746,89.82732,secondSampling,Fri Mar 02 00:00:00 UTC 2018,3,ripening,FaridpurblueSouthsecondSampling3ripening,0,0
2018,Faridpur,blueSouth,23.5746,89.82732,secondSampling,Fri Mar 02 00:00:00 UTC 2018,2,ripening,FaridpurblueSouthsecondSampling2ripening,0,0
2018,Faridpur,blueSouth,23.567635,89.827115,secondSampling,Fri Mar 02 00:00:00 UTC 2018,1,ripening,FaridpurblueSouthsecondSampling1ripening,0,0
2018,Faridpur,blueWest,23.581043,89.817263,secondSampling,Thu Mar 01 00:00:00 UTC 2018,2,ripening,FaridpurblueWestsecondSampling2ripening,0,0
2018,Faridpur,blueWest,23.582641,89.814339,secondSampling,Thu Mar 01 00:00:00 UTC 2018,3,ripening,FaridpurblueWestsecondSampling3ripening,0,0
2018,Faridpur,blueWest,23.618789,89.817947,secondSampling,Wed Feb 28 00:00:00 UTC 2018,4,ripening,FaridpurblueWestsecondSampling4ripening,0,0
2018,Faridpur,blueWest,23.577815,89.817745,secondSampling,Thu Mar 01 00:00:00 UTC 2018,1,ripening,FaridpurblueWestsecondSampling1ripening,0,0
2018,Faridpur,greenEast,23.55898,89.94598,secondSampling,Thu Mar 01 00:00:00 UTC 2018,9,ripening,FaridpurgreenEastsecondSampling9ripening,0,0
2018,Faridpur,greenEast,23.53877,89.9247,secondSampling,Tue Feb 27 00:00:00 UTC 2018,11,ripening,FaridpurgreenEastsecondSampling11ripening,0,0
2018,Faridpur,greenEast,23.54937,89.91227,secondSampling,Tue Feb 27 00:00:00 UTC 2018,10,ripening,FaridpurgreenEastsecondSampling10ripening,0,0
2018,Faridpur,greenEast,23.57805,89.92302,secondSampling,Wed Feb 28 00:00:00 UTC 2018,2,ripening,FaridpurgreenEastsecondSampling2ripening,2,1
2018,Faridpur,greenEast,23.57996,89.93455,secondSampling,Fri Mar 02 00:00:00 UTC 2018,4,maturity,FaridpurgreenEastsecondSampling4maturity,0,0
2018,Faridpur,greenEast,23.55927,89.92749,secondSampling,Fri Mar 02 00:00:00 UTC 2018,7,ripening,FaridpurgreenEastsecondSampling7ripening,0,0
2018,Faridpur,greenEast,23.56709,89.9522,secondSampling,Fri Mar 02 00:00:00 UTC 2018,3,ripening,FaridpurgreenEastsecondSampling3ripening,0,0
2018,Faridpur,greenEast,23.54495,89.93253,secondSampling,Fri Mar 02 00:00:00 UTC 2018,5,ripening,FaridpurgreenEastsecondSampling5ripening,0,0
2018,Faridpur,greenEast,23.56286,89.91855,secondSampling,Fri Mar 02 00:00:00 UTC 2018,8,ripening,FaridpurgreenEastsecondSampling8ripening,0,0
2018,Faridpur,greenEast,23.55462,89.92474,secondSampling,Fri Mar 02 00:00:00 UTC 2018,6,ripening,FaridpurgreenEastsecondSampling6ripening,0,0
2018,Faridpur,greenEast,23.55378,89.95007,secondSampling,Fri Mar 02 00:00:00 UTC 2018,1,ripening,FaridpurgreenEastsecondSampling1ripening,0,0
2018,Faridpur,greenNorth,23.540538,89.798786,secondSampling,Tue Feb 27 00:00:00 UTC 2018,1,ripening,FaridpurgreenNorthsecondSampling1ripening,0,0
2018,Faridpur,greenNorth,23.521476,89.90116,secondSampling,Tue Feb 27 00:00:00 UTC 2018,2,ripening,FaridpurgreenNorthsecondSampling2ripening,0,0
2018,Faridpur,greenNorth,23.667711,89.783069,secondSampling,Tue Feb 27 00:00:00 UTC 2018,5,ripening,FaridpurgreenNorthsecondSampling5ripening,0,0
2018,Faridpur,greenNorth,23.676734,89.777052,secondSampling,Wed Feb 28 00:00:00 UTC 2018,6,ripening,FaridpurgreenNorthsecondSampling6ripening,1,0.05
2018,Faridpur,greenNorth,23.670148,89.78103,secondSampling,Wed Feb 28 00:00:00 UTC 2018,7,maturity,FaridpurgreenNorthsecondSampling7maturity,2,0.5
2018,Faridpur,greenNorth,23.670701,89.774516,secondSampling,Wed Feb 28 00:00:00 UTC 2018,9,ripening,FaridpurgreenNorthsecondSampling9ripening,0.5,0.02
2018,Faridpur,greenNorth,23.668343,89.774055,secondSampling,Wed Feb 28 00:00:00 UTC 2018,8,flowering,FaridpurgreenNorthsecondSampling8flowering,0,0
2018,Faridpur,greenNorth,23.678368,89.77161,secondSampling,Wed Feb 28 00:00:00 UTC 2018,11,ripening,FaridpurgreenNorthsecondSampling11ripening,0,0
2018,Faridpur,greenNorth,23.673706,89.771461,secondSampling,Wed Feb 28 00:00:00 UTC 2018,10,ripening,FaridpurgreenNorthsecondSampling10ripening,0,0
2018,Faridpur,greenNorth,23.666118,89.809007,secondSampling,Tue Feb 27 00:00:00 UTC 2018,3,flowering,FaridpurgreenNorthsecondSampling3flowering,0,0
2018,Faridpur,greenSouth,23.52425,89.86252,secondSampling,Wed Feb 28 00:00:00 UTC 2018,9,ripening,FaridpurgreenSouthsecondSampling9ripening,0,0
2018,Faridpur,greenSouth,23.52222,89.88225,secondSampling,Wed Feb 28 00:00:00 UTC 2018,7,ripening,FaridpurgreenSouthsecondSampling7ripening,0,0
2018,Faridpur,greenSouth,23.668622,89.787391,secondSampling,Wed Feb 28 00:00:00 UTC 2018,11,ripening,FaridpurgreenSouthsecondSampling11ripening,0,0
2018,Faridpur,greenSouth,23.532632,89.800388,secondSampling,Wed Feb 28 00:00:00 UTC 2018,6,ripening,FaridpurgreenSouthsecondSampling6ripening,0,0
2018,Faridpur,greenSouth,23.51318,89.88611,secondSampling,Wed Feb 28 00:00:00 UTC 2018,8,ripening,FaridpurgreenSouthsecondSampling8ripening,0,0
2018,Faridpur,greenNorth,23.683181,89.808694,secondSampling,Wed Feb 28 00:00:00 UTC 2018,4,ripening,FaridpurgreenSouthsecondSampling4ripening,2,0.5
2018,Faridpur,greenSouth,23.532935,89.78378,secondSampling,Sun Mar 04 00:00:00 UTC 2018,2,ripening,FaridpurgreenSouthsecondSampling2ripening,0,0
2018,Faridpur,greenSouth,23.526827,89.794494,secondSampling,Sun Mar 04 00:00:00 UTC 2018,5,ripening,FaridpurgreenSouthsecondSampling5ripening,0,0
2018,Faridpur,greenSouth,23.540538,89.798786,secondSampling,Sun Mar 04 00:00:00 UTC 2018,10,ripening,FaridpurgreenSouthsecondSampling10ripening,0,0
2018,Faridpur,greenSouth,23.50848,89.8801,secondSampling,Sun Mar 04 00:00:00 UTC 2018,4,ripening,FaridpurgreenSouthsecondSampling4ripening,0,0
2018,Faridpur,greenSouth,23.534365,89.786041,secondSampling,Sun Mar 04 00:00:00 UTC 2018,3,ripening,FaridpurgreenSouthsecondSampling3ripening,0,0
2018,Faridpur,greenSouth,23.526571,89.768704,secondSampling,Sun Mar 04 00:00:00 UTC 2018,1,ripening,FaridpurgreenSouthsecondSampling1ripening,0,0
2018,Faridpur,greenWest,23.528944,89.756499,secondSampling,Sat Mar 03 00:00:00 UTC 2018,5,ripening,FaridpurgreenWestsecondSampling4ripening,0,0
